movie_id,title,movie_link,year,duration,genre,description,director,actors,rating
4388,A Private War,https://www.imdb.com/title/tt2368254/,2018,110,"Biography, Drama, War","One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontline of conflicts across the globe to give voice to the voiceless.",Matthew Heineman,"Rosamund Pike, Alexandra Moen, Tom Hollander, Faye Marsay",6.7
4389,Set It Up,https://www.imdb.com/title/tt5304992/,2018,105,"Comedy, Romance",Two corporate executive assistants hatch a plan to match-make their two bosses.,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs",6.5
4390,Dumplin',https://www.imdb.com/title/tt4878482/,2018,110,"Comedy, Drama","Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town.",Anne Fletcher,"Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio",6.6
4391,The Darkest Minds,https://www.imdb.com/title/tt4073790/,2018,104,"Action, Adventure, Drama","Imprisoned by an adult world that now fears everyone under 18, a group of teens form a resistance group to fight back and reclaim control of their future.",Jennifer Yuh Nelson,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson",5.7
4392,Insidious: The Last Key,https://www.imdb.com/title/tt5726086/,2018,103,"Horror, Mystery, Thriller","Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home, where the terror began.",Adam Robitel,"Lin Shaye, Leigh Whannell, Angus Sampson, Kirk Acevedo",5.7
4393,Gräns,https://www.imdb.com/title/tt5501104/,2018,110,"Crime, Drama, Fantasy",A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,Ali Abbasi,"Eva Melander, Eero Milonoff, Jörgen Thorsson, Ann Petrén",7
4394,Wildlife,https://www.imdb.com/title/tt5929754/,2018,105,Drama,A teenage boy must deal with his mother's complicated response after his father temporarily abandons them to take a menial and dangerous job.,Paul Dano,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",6.8
4395,Manbiki Kazoku,https://www.imdb.com/title/tt8075192/,2018,121,"Crime, Drama",A family of small-time crooks take in a child they find outside in the cold.,Hirokazu Koreeda,"Lily Franky, Sakura Andô, Kirin Kiki, Mayu Matsuoka",7.9
4396,The Outsider,https://www.imdb.com/title/tt2011311/,2018,120,"Action, Crime, Drama",An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.,Martin Zandvliet,"Jared Leto, Tadanobu Asano, Kippei Shîna, Shioli Kutsuna",6.3
4397,Hold The Dark,https://www.imdb.com/title/tt5057140/,2018,125,"Action, Drama, Thriller","After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.",Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough",5.6
4398,Avengers: Endgame,https://www.imdb.com/title/tt4154796/,2019,181,"Action, Adventure, Drama","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",8.4
4399,Captain Marvel,https://www.imdb.com/title/tt4154664/,2019,123,"Action, Adventure, Sci-Fi",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,"Anna Boden, Ryan Fleck","Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",6.9
4400,Once Upon A Time... In Hollywood,https://www.imdb.com/title/tt7131622/,2019,161,"Comedy, Drama",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Quentin Tarantino,"Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch",7.6
4401,Midsommar,https://www.imdb.com/title/tt8772262/,2019,148,"Drama, Horror, Mystery",A couple travels to Scandinavia to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,Ari Aster,"Florence Pugh, Jack Reynor, Vilhelm Blomgren, William Jackson Harper",7.1
4402,Sound Of Metal,https://www.imdb.com/title/tt5363618/,2019,120,"Drama, Music",A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,Darius Marder,"Riz Ahmed, Olivia Cooke, Paul Raci, Lauren Ridloff",7.8
4403,Gisaengchung,https://www.imdb.com/title/tt6751668/,2019,132,"Comedy, Drama, Thriller",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Bong Joon Ho,"Kang-ho Song, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-sik",8.6
4404,The Gentlemen,https://www.imdb.com/title/tt8367814/,2019,113,"Action, Comedy, Crime","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong",7.8
4405,Knives Out,https://www.imdb.com/title/tt8946378/,2019,130,"Comedy, Crime, Drama","A detective investigates the death of a patriarch of an eccentric, combative family.",Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis",7.9
4406,Joker,https://www.imdb.com/title/tt7286456/,2019,122,"Crime, Drama, Thriller","In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy",8.4
4407,1917,https://www.imdb.com/title/tt8579674/,2019,119,"Drama, Thriller, War","April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,"Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth",8.3
4408,Jojo Rabbit,https://www.imdb.com/title/tt2584384/,2019,108,"Comedy, Drama, War",A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.,Taika Waititi,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi",7.9
4409,Us,https://www.imdb.com/title/tt6857112/,2019,116,"Horror, Mystery, Thriller",A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker",6.8
4410,Spider-Man: Far From Home,https://www.imdb.com/title/tt6320628/,2019,129,"Action, Adventure, Sci-Fi","Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",Jon Watts,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei",7.5
4411,Star Wars: Episode Ix - The Rise Of Skywalker,https://www.imdb.com/title/tt2527338/,2019,141,"Action, Adventure, Fantasy","The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end.",J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver",6.6
4412,Little Women,https://www.imdb.com/title/tt3281548/,2019,135,"Drama, Romance","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Greta Gerwig,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen",7.8
4413,After,https://www.imdb.com/title/tt4126476/,2019,105,"Drama, Romance",A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Khadijha Red Thunder, Dylan Arnold",5.3
4414,Godzilla: King Of The Monsters,https://www.imdb.com/title/tt3741700/,2019,132,"Action, Adventure, Fantasy","The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",Michael Dougherty,"Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Ken Watanabe",6
4415,Ford V Ferrari,https://www.imdb.com/title/tt1950186/,2019,152,"Action, Biography, Drama",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe",8.1
4416,Gemini Man,https://www.imdb.com/title/tt1025100/,2019,117,"Action, Drama, Sci-Fi",An over-the-hill hitman faces off against a younger clone of himself.,Ang Lee,"Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong",5.7
4417,Bombshell,https://www.imdb.com/title/tt6394270/,2019,109,"Biography, Drama",A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,Jay Roach,"Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow",6.8
4418,The Lighthouse,https://www.imdb.com/title/tt7984734/,2019,109,"Drama, Fantasy, Horror",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,Robert Eggers,"Robert Pattinson, Willem Dafoe, ValerIIa Karaman, Logan Hawkes",7.5
4419,The Irishman,https://www.imdb.com/title/tt1302006/,2019,209,"Biography, Crime, Drama","An old man recalls his time painting houses for his friend, Jimmy Hoffa, through the 1950-70s.",Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel",7.9
4420,The Informer,https://www.imdb.com/title/tt1833116/,2019,113,"Action, Crime, Drama",An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,Andrea Di Stefano,"Joel Kinnaman, Rosamund Pike, Common, Mateusz Kosciukiewicz",6.6
4421,John Wick: Chapter 3 - Parabellum,https://www.imdb.com/title/tt6146586/,2019,130,"Action, Crime, Thriller","John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",Chad Stahelski,"Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne",7.4
4422,Shazam!,https://www.imdb.com/title/tt0448115/,2019,132,"Action, Adventure, Comedy",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,David F. Sandberg,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer",7
4423,Uncut Gems,https://www.imdb.com/title/tt5727208/,2019,135,"Crime, Drama, Thriller","With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.","Benny Safdie, Josh Safdie","Adam Sandler, Julia Fox, Idina Menzel, Mesfin Lamengo",7.4
4424,Rocketman,https://www.imdb.com/title/tt2066051/,2019,121,"Biography, Drama, Music",A musical fantasy about the fantastical human story of Elton John's breakthrough years.,Dexter Fletcher,"Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard",7.3
4425,Yesterday,https://www.imdb.com/title/tt8079248/,2019,116,"Comedy, Fantasy, Music",A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never existed.,Danny Boyle,"Himesh Patel, Lily James, Sophia Di Martino, Ellise Chappell",6.8
4426,Jumanji: The Next Level,https://www.imdb.com/title/tt7975244/,2019,123,"Action, Adventure, Comedy","In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",Jake Kasdan,"Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan",6.6
4427,Fast & Furious Presents: Hobbs & Shaw,https://www.imdb.com/title/tt6806448/,2019,137,"Action, Adventure, Thriller","Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",David Leitch,"Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby",6.4
4428,Booksmart,https://www.imdb.com/title/tt1489887/,2019,102,Comedy,"On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.",Olivia Wilde,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis",7.2
4429,Alita: Battle Angel,https://www.imdb.com/title/tt0437086/,2019,122,"Action, Adventure, Sci-Fi","A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",Robert Rodriguez,"Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali",7.3
4430,Dark Phoenix,https://www.imdb.com/title/tt6565702/,2019,113,"Action, Adventure, Sci-Fi","Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",5.7
4431,Dolemite Is My Name,https://www.imdb.com/title/tt8526872/,2019,118,"Biography, Comedy, Drama","Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",Craig Brewer,"Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson",7.3
4432,Doctor Sleep,https://www.imdb.com/title/tt5606664/,2019,152,"Drama, Fantasy, Horror","Years following the events of The Shining (1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal.",Mike Flanagan,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis",7.3
4433,Portrait De La Jeune Fille En Feu,https://www.imdb.com/title/tt8613070/,2019,122,"Drama, Romance","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Céline Sciamma,"Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino",8.1
4434,The Lion King,https://www.imdb.com/title/tt6105098/,2019,118,"Animation, Adventure, Drama","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",Jon Favreau,"Donald Glover, Beyoncé, Seth Rogen, Chiwetel Ejiofor",6.9
4435,Hellboy,https://www.imdb.com/title/tt2274648/,2019,120,"Action, Adventure, Fantasy","Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.",Neil Marshall,"David Harbour, Milla Jovovich, Ian McShane, Sasha Lane",5.2
4436,Ready Or Not,https://www.imdb.com/title/tt7798634/,2019,95,"Action, Comedy, Horror",A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,"Matt Bettinelli-Olpin, Tyler Gillett","Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny",6.8
4437,Aladdin,https://www.imdb.com/title/tt6139732/,2019,128,"Adventure, Family, Fantasy",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari",6.9
4438,Saint Maud,https://www.imdb.com/title/tt7557108/,2019,84,"Drama, Horror, Mystery",Follows a pious nurse who becomes dangerously obsessed with saving the soul of her dying patient.,Rose Glass,"Morfydd Clark, Jennifer Ehle, Lily Knight, Lily Frazer",6.8
4439,The King,https://www.imdb.com/title/tt7984766/,2019,140,"Biography, Drama, History","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",David Michôd,"Tom Glynn-Carney, Gábor Czap, Tom Fisher, Edward Ashley",7.2
4440,Terminator: Dark Fate,https://www.imdb.com/title/tt6450804/,2019,128,"Action, Adventure, Sci-Fi","An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",Tim Miller,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes",6.2
4441,The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194/,2019,97,"Adventure, Comedy, Drama",Zak runs away from his care home to make his dream of becoming a wrestler come true.,"Tyler Nilson, Michael Schwartz","Zack Gottsagen, Ann Owens, Dakota Johnson, Bruce Dern",7.6
4442,6 Underground,https://www.imdb.com/title/tt8106534/,2019,128,"Action, Thriller","Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",Michael Bay,"Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy",6.1
4443,Synchronic,https://www.imdb.com/title/tt9016974/,2019,102,"Drama, Sci-Fi, Thriller","Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.","Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides",6.2
4444,I See You,https://www.imdb.com/title/tt6079516/,2019,98,"Crime, Drama, Horror",Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.,Adam Randall,"Helen Hunt, Jon Tenney, Owen Teague, Judah Lewis",6.8
4445,Long Shot,https://www.imdb.com/title/tt2139881/,2019,125,"Comedy, Romance","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.",Jonathan Levine,"Charlize Theron, Seth Rogen, June Diane Raphael, O'Shea Jackson Jr.",6.8
4446,The Outpost,https://www.imdb.com/title/tt3833480/,2019,123,"Action, Drama, History",A small team of U.S. soldiers battle against hundreds of Taliban fighters in Afghanistan.,Rod Lurie,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy",6.8
4447,The Art Of Self-Defense,https://www.imdb.com/title/tt7339248/,2019,104,"Action, Comedy, Crime","After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.",Riley Stearns,"Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada",6.6
4448,Glass,https://www.imdb.com/title/tt6823368/,2019,129,"Drama, Sci-Fi, Thriller","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",M. Night Shyamalan,"James McAvoy, Bruce Willis, Samuel L. Jackson, Anya Taylor-Joy",6.7
4449,It Chapter Two,https://www.imdb.com/title/tt7349950/,2019,169,"Drama, Fantasy, Horror","Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",Andy Muschietti,"Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa",6.5
4450,Charlie'S Angels,https://www.imdb.com/title/tt5033998/,2019,118,"Action, Adventure, Comedy","When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",Elizabeth Banks,"Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks",4.8
4451,Cats,https://www.imdb.com/title/tt5697572/,2019,110,"Comedy, Drama, Family",A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,Tom Hooper,"James Corden, Judi Dench, Jason Derulo, Idris Elba",2.7
4452,Hustlers,https://www.imdb.com/title/tt5503686/,2019,110,"Comedy, Crime, Drama","Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",Lorene Scafaria,"Constance Wu, Jennifer Lopez, Julia Stiles, Mette Towley",6.3
4453,The Dead Don'T Die,https://www.imdb.com/title/tt8695030/,2019,104,"Comedy, Fantasy, Horror",The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,Jim Jarmusch,"Bill Murray, Adam Driver, Tom Waits, Chloë Sevigny",5.5
4454,Dark Waters,https://www.imdb.com/title/tt9071322/,2019,126,"Biography, Drama, History",A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,Todd Haynes,"Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Pullman",7.6
4455,Richard Jewell,https://www.imdb.com/title/tt3513548/,2019,131,"Biography, Crime, Drama","Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.",Clint Eastwood,"Paul Walter Hauser, Sam Rockwell, Brandon Stanley, Ryan Boz",7.5
4456,El Hoyo,https://www.imdb.com/title/tt8228288/,2019,94,"Horror, Sci-Fi, Thriller",A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,Galder Gaztelu-Urrutia,"Ivan Massagué, Zorion Eguileor, Antonia San Juan, Emilio Buale",7
4457,Midway,https://www.imdb.com/title/tt6924650/,2019,138,"Action, Adventure, Drama","The story of the Battle of Midway, told by the leaders and the sailors who fought it.",Roland Emmerich,"Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans",6.7
4458,Men In Black: International,https://www.imdb.com/title/tt2283336/,2019,114,"Action, Adventure, Comedy","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",F. Gary Gray,"Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson",5.6
4459,Tayna Pechati Drakona,https://www.imdb.com/title/tt6218010/,2019,120,"Action, Adventure, Family","Early 1700: Cartographer Jonathan Green (Jason Flemyng) from Viy (2014) is back to map the Russian Far East. He's forced on to China, where he confronts the Dragon Master et al. The iron masked Russian Czar escapes the Tower of London to a Russian ship.",Oleg Stepchenko,"Jason Flemyng, Xingtong Yao, Jackie Chan, Arnold Schwarzenegger",4.7
4460,Marriage Story,https://www.imdb.com/title/tt7653254/,2019,137,"Comedy, Drama, Romance",Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer, Azhy Robertson",7.9
4461,Polar,https://www.imdb.com/title/tt4139588/,2019,118,"Action, Crime, Drama","A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",Jonas Åkerlund,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren",6.3
4462,El Camino: A Breaking Bad Movie,https://www.imdb.com/title/tt9243946/,2019,122,"Action, Crime, Drama","Fugitive Jesse Pinkman runs from his captors, the law, and his past.",Vince Gilligan,"Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker",7.3
4463,Downton Abbey,https://www.imdb.com/title/tt6398184/,2019,122,"Drama, Romance","The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.",Michael Engler,"Stephen Campbell Moore, Michael Fox, Lesley Nicol, Sophie McShera",7.4
4464,A Call To Spy,https://www.imdb.com/title/tt7698468/,2019,123,"Biography, Crime, Drama","In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency - SOE - to recruit and train women as spies.",Lydia Dean Pilcher,"Sarah Megan Thomas, Stana Katic, Radhika Apte, Linus Roache",6.4
4465,Frozen II,https://www.imdb.com/title/tt4520988/,2019,103,"Animation, Adventure, Comedy","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.","Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff",6.9
4466,Toy Story 4,https://www.imdb.com/title/tt1979376/,2019,100,"Animation, Adventure, Comedy","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale",7.8
4467,The Best Of Enemies,https://www.imdb.com/title/tt4807408/,2019,133,"Biography, Drama, History","Civil rights activist Ann Atwater faces off against C.P. Ellis, Exalted Cyclops of the Ku Klux Klan, in 1971 Durham, North Carolina over the issue of school integration.",Robin Bissell,"Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche",7.2
4468,What Men Want,https://www.imdb.com/title/tt7634968/,2019,117,"Comedy, Fantasy, Romance","A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear men's thoughts.",Adam Shankman,"Taraji P. Henson, Kristen Ledlow, Josh Brener, Kellan Lutz",5.3
4469,How To Train Your Dragon: The Hidden World,https://www.imdb.com/title/tt2386490/,2019,104,"Animation, Action, Adventure","When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",Dean DeBlois,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",7.5
4470,Vivarium,https://www.imdb.com/title/tt8368406/,2019,97,"Comedy, Horror, Mystery",A young couple looking for the perfect home find themselves trapped in a mysterious labyrinth-like neighborhood of identical houses.,Lorcan Finnegan,"Imogen Poots, Danielle Ryan, Molly McCann, Jesse Eisenberg",5.8
4471,Rocks,https://www.imdb.com/title/tt9067182/,2019,93,Drama,A young teenage girl finds herself struggling to take care of herself and her younger brother after being abandoned by their single mother with no choice but to live out on the streets.,Sarah Gavron,"Bukky Bakray, Kosar Ali, D'angelou Osei Kissiedu, Shaneigha-Monik Greyson",7.6
4472,"Extremely Wicked, Shockingly Evil And Vile",https://www.imdb.com/title/tt2481498/,2019,110,"Biography, Crime, Drama","A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",Joe Berlinger,"Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer",6.6
4473,Brightburn,https://www.imdb.com/title/tt7752126/,2019,90,"Drama, Horror, Mystery","What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",David Yarovesky,"Elizabeth Banks, David Denman, Jackson A. Dunn, Abraham Clinkscales",6.1
4474,Ad Astra,https://www.imdb.com/title/tt2935510/,2019,123,"Adventure, Drama, Mystery","Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.",James Gray,"Brad Pitt, Tommy Lee Jones, Ruth Negga, Donald Sutherland",6.5
4475,Color Out Of Space,https://www.imdb.com/title/tt5073642/,2019,111,"Horror, Mystery, Sci-Fi",A secluded farm is struck by a strange meteorite which has apocalyptic consequences for the family living there and possibly the world.,Richard Stanley,"Nicolas Cage, Joely Richardson, Madeleine Arthur, Elliot Knight",6.2
4476,The Highwaymen,https://www.imdb.com/title/tt1860242/,2019,132,"Biography, Crime, Drama",The untold true story of the legendary detectives who brought down Bonnie and Clyde.,John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch",6.9
4477,The Professor And The Madman,https://www.imdb.com/title/tt5932728/,2019,124,"Biography, Drama","Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",Farhad Safinia,"Mel Gibson, Sean Penn, Eddie Marsan, Natalie Dormer",7.3
4478,A Rainy Day In New York,https://www.imdb.com/title/tt7139936/,2019,92,"Comedy, Romance",A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.,Woody Allen,"Timothée Chalamet, Elle Fanning, Liev Schreiber, Suzanne Smith",6.5
4479,Zombieland: Double Tap,https://www.imdb.com/title/tt1560220/,2019,99,"Action, Adventure, Comedy","Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",Ruben Fleischer,"Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin",6.7
