movie_id,title,movie_link,year,duration,genre,description,director,actors,rating
1,The Blues Brothers,https://www.imdb.com/title/tt0080455/,1980,133,"Action, Adventure, Comedy","Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",John Landis,"John Belushi, Dan Aykroyd, Cab Calloway, John Candy",7.9
2,The Shining,https://www.imdb.com/title/tt0081505/,1980,146,"Drama, Horror","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers",8.4
3,The Blue Lagoon,https://www.imdb.com/title/tt0080453/,1980,104,"Adventure, Drama, Romance","In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene.",Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels",5.8
4,Cannibal Holocaust,https://www.imdb.com/title/tt0078935/,1980,95,"Adventure, Horror","During a rescue mission into the Amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew.",Ruggero Deodato,"Robert Kerman, Francesca Ciardi, Perry Pirkanen, Luca Barbareschi",5.9
5,Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com/title/tt0080684/,1980,124,"Action, Adventure, Fantasy","After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams",8.7
6,Airplane!,https://www.imdb.com/title/tt0080339/,1980,88,Comedy,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,"Jim Abrahams, David Zucker, Jerry Zucker","Robert Hays, Julie Hagerty, Leslie Nielsen, Kareem Abdul-Jabbar",7.7
7,Caddyshack,https://www.imdb.com/title/tt0080487/,1980,98,"Comedy, Sport",An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.,Harold Ramis,"Chevy Chase, Rodney Dangerfield, Bill Murray, Ted Knight",7.3
8,Raging Bull,https://www.imdb.com/title/tt0081398/,1980,129,"Biography, Drama, Sport","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",8.2
9,The Elephant Man,https://www.imdb.com/title/tt0080678/,1980,124,"Biography, Drama","A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",David Lynch,"Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud",8.1
10,Heaven'S Gate,https://www.imdb.com/title/tt0080855/,1980,219,"Adventure, Drama, Western","During the Johnson County War in 1890 Wyoming, a sheriff born into wealth does his best to protect immigrant farmers from rich cattle interests.",Michael Cimino,"Kris Kristofferson, Christopher Walken, John Hurt, Sam Waterston",6.8
11,Superman II,https://www.imdb.com/title/tt0081573/,1980,127,"Action, Adventure, Sci-Fi","Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.","Richard Lester, Richard Donner","Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty",6.8
12,Friday The 13Th,https://www.imdb.com/title/tt0080761/,1980,95,"Horror, Mystery, Thriller",A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which was the site of a child's drowning and a grisly double murder years before.,Sean S. Cunningham,"Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan",6.5
13,Urban Cowboy,https://www.imdb.com/title/tt0081696/,1980,132,"Drama, Romance, Western",Bud is a young man from the country who learns about life and love in a Houston bar.,James Bridges,"John Travolta, Debra Winger, Scott Glenn, Madolyn Smith Osborne",6.4
14,Schizoid,https://www.imdb.com/title/tt0081459/,1980,89,"Drama, Horror, Mystery","An advice columnist in the midst of getting a divorce begins receiving threatening notes from an anonymous stalker. Meanwhile, members of her group therapy session are being murdered by an unknown assailant.",David Paulsen,"Klaus Kinski, Donna Wilkes, Marianna Hill, Craig Wasson",5.1
15,Nine To Five,https://www.imdb.com/title/tt0080319/,1980,109,Comedy,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him.",Colin Higgins,"Jane Fonda, Lily Tomlin, Dolly Parton, Dabney Coleman",6.9
16,Flash Gordon,https://www.imdb.com/title/tt0080745/,1980,111,"Action, Adventure, Sci-Fi",A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,Mike Hodges,"Sam J. Jones, Melody Anderson, Max von Sydow, Topol",6.5
17,Ordinary People,https://www.imdb.com/title/tt0081283/,1980,124,Drama,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Robert Redford,"Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton",7.7
18,Popeye,https://www.imdb.com/title/tt0081353/,1980,114,"Adventure, Comedy, Family",The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley",5.3
19,Any Which Way You Can,https://www.imdb.com/title/tt0080377/,1980,116,"Action, Comedy","A trucker turned prize fighter, his brother and their pet orangutan have a series of misadventures involving the mob, corrupt cops, motorcycle gangs and pretty dames.",Buddy Van Horn,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, William Smith",6.2
20,Tendres Cousines,https://www.imdb.com/title/tt0081614/,1980,92,"Comedy, Drama, Romance","With the outbreak of WWII, the sudden call to arms will send the men of a family's estate to the front, leaving a curious adolescent alone with the remaining women of the house, in need of a warm embrace and, possibly, a daring kiss.",David Hamilton,"Thierry Tevini, Anja Schüte, Valérie Dumas, Évelyne Dandry",5.5
21,Saturn 3,https://www.imdb.com/title/tt0079285/,1980,88,"Adventure, Horror, Sci-Fi",Two lovers stationed at a remote base in the asteroid fields of Saturn are intruded upon by a retentive technocrat from Earth and his charge: a malevolent eight foot robot.,"Stanley Donen, John Barry","Farrah Fawcett, Kirk Douglas, Harvey Keitel, Ed Bishop",5.2
22,Fame,https://www.imdb.com/title/tt0080716/,1980,134,"Drama, Music, Musical",A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,Alan Parker,"Eddie Barth, Irene Cara, Lee Curreri, Laura Dean",6.6
23,Dressed To Kill,https://www.imdb.com/title/tt0080661/,1980,104,"Crime, Drama, Mystery","A mysterious blonde woman kills one of a psychiatrist's patients, and then goes after the high-class call girl who witnessed the murder.",Brian De Palma,"Michael Caine, Angie Dickinson, Nancy Allen, Keith Gordon",7.1
24,Brubaker,https://www.imdb.com/title/tt0080474/,1980,131,"Crime, Drama",The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,Stuart Rosenberg,"Robert Redford, Yaphet Kotto, Morgan Freeman, Jane Alexander",7.2
25,American Gigolo,https://www.imdb.com/title/tt0080365/,1980,117,"Crime, Drama, Mystery","A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit.",Paul Schrader,"Richard Gere, Lauren Hutton, Hector Elizondo, Nina van Pallandt",6.3
26,The Fog,https://www.imdb.com/title/tt0080749/,1980,89,"Horror, Thriller",An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.,John Carpenter,"Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman",6.8
27,The Gods Must Be Crazy,https://www.imdb.com/title/tt0080801/,1980,109,"Adventure, Comedy","A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",Jamie Uys,"N!xau, Marius Weyers, Sandra Prinsloo, Louw Verwey",7.3
28,Battle Beyond The Stars,https://www.imdb.com/title/tt0080421/,1980,104,"Action, Adventure, Sci-Fi","A young farmer sets out to recruit mercenaries to defend his peaceful planet, which is under threat of invasion by the evil tyrant Sador and his armada of aggressors.","Jimmy T. Murakami, Roger Corman","George Peppard, Robert Vaughn, Richard Thomas, John Saxon",5.5
29,Somewhere In Time,https://www.imdb.com/title/tt0081534/,1980,103,"Drama, Fantasy, Romance",A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.,Jeannot Szwarc,"Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright",7.2
30,The Final Countdown,https://www.imdb.com/title/tt0080736/,1980,103,"Action, Sci-Fi","A modern aircraft carrier is thrown back in time to 1941 near HawaII, just hours before the Japanese attack on Pearl Harbor.",Don Taylor,"Kirk Douglas, Martin Sheen, Katharine Ross, James Farentino",6.7
31,Used Cars,https://www.imdb.com/title/tt0081698/,1980,113,Comedy,"When the owner of a struggling used car lot is killed, it's up to the lot's hot-shot salesman to save the property from falling into the hands of the owner's ruthless brother and used-car rival.",Robert Zemeckis,"Kurt Russell, Jack Warden, Gerrit Graham, Frank McRae",6.8
32,Cruising,https://www.imdb.com/title/tt0080569/,1980,102,"Crime, Drama, Mystery",A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.,William Friedkin,"Al Pacino, Paul Sorvino, Karen Allen, Richard Cox",6.5
33,Little Darlings,https://www.imdb.com/title/tt0081060/,1980,96,"Comedy, Drama",Two fifteen year-old girls from different sides of the tracks compete to see who will be first to lose their virginity while at camp.,Ron Maxwell,"Tatum O'Neal, Kristy McNichol, Armand Assante, Matt Dillon",6.5
34,Altered States,https://www.imdb.com/title/tt0080360/,1980,102,"Horror, Sci-Fi, Thriller",A psycho-physiologist experiments with drugs and a sensory-deprivation tank and has visions he believes are genetic memories.,Ken Russell,"William Hurt, Blair Brown, Bob Balaban, Charles Haid",6.9
35,Private Benjamin,https://www.imdb.com/title/tt0081375/,1980,109,"Comedy, War",A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber",6.2
36,Kagemusha,https://www.imdb.com/title/tt0080979/,1980,180,"Drama, History, War",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Akira Kurosawa,"Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu",8
37,Humanoids From The Deep,https://www.imdb.com/title/tt0080904/,1980,80,"Horror, Sci-Fi",A fisherman and a scientist fight back when mossy sea monsters assault women.,"Barbara Peeters, Jimmy T. Murakami","Doug McClure, Ann Turkel, Vic Morrow, Cindy Weintraub",5.7
38,Xanadu,https://www.imdb.com/title/tt0081777/,1980,96,"Fantasy, Musical, Romance",A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.,Robert Greenwald,"Olivia Newton-John, Gene Kelly, Michael Beck, James Sloyan",5.3
39,My Bodyguard,https://www.imdb.com/title/tt0081207/,1980,96,"Comedy, Drama, Family","When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.",Tony Bill,"Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt",7.1
40,Stir Crazy,https://www.imdb.com/title/tt0081562/,1980,111,"Comedy, Crime","Set up and wrongfully accused, two best friends will be sent to prison for a crime they didn't commit. However, no prison cell could keep them locked in.",Sidney Poitier,"Gene Wilder, Richard Pryor, Georg Stanford Brown, JoBeth Williams",6.8
41,The Long Good Friday,https://www.imdb.com/title/tt0081070/,1980,114,"Crime, Drama, Mystery","An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat.",John Mackenzie,"Bob Hoskins, Helen Mirren, Paul Freeman, Leo Dolan",7.6
42,Prom Night,https://www.imdb.com/title/tt0081383/,1980,92,"Horror, Thriller","At a high school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years previously.",Paul Lynch,"Leslie Nielsen, Jamie Lee Curtis, Casey Stevens, Anne-Marie Martin",5.4
43,Coal Miner'S Daughter,https://www.imdb.com/title/tt0080549/,1980,124,"Biography, Drama, Music","The life of legendary Loretta Lynn, the dirt poor Appalachian Mountains girl who rose from humble beginnings to become the ""Queen of Country Music.""",Michael Apted,"Sissy Spacek, Tommy Lee Jones, Levon Helm, Phyllis Boyens-Liptak",7.5
44,The Changeling,https://www.imdb.com/title/tt0080516/,1980,107,Horror,"After the death of his wife and daughter in a car crash, a music professor staying at an old mansion is dragged into a decades-old mystery by an inexplicable presence in the mansion's attic.",Peter Medak,"George C. Scott, Trish Van Devere, Melvyn Douglas, Jean Marsh",7.2
45,The Ninth Configuration,https://www.imdb.com/title/tt0081237/,1980,118,"Comedy, Drama, Horror",A former marine arrives at a mental asylum housed in a remote castle to run it. There he attempts to rehabilitate the patients by letting them act out their craziest fantasies and desires.,William Peter Blatty,"Stacy Keach, Scott Wilson, Jason Miller, Ed Flanders",7
46,Maniac,https://www.imdb.com/title/tt0081114/,1980,87,"Crime, Drama, Horror","A psychotic man, troubled by his childhood abuse, loose in New York City, kills young women and takes their scalps as his trophies. Will he find the perfect woman in a photographer, and end his killing spree?",William Lustig,"Joe Spinell, Caroline Munro, Abigail Clayton, Kelly Piper",6.5
47,Stardust Memories,https://www.imdb.com/title/tt0081554/,1980,89,"Comedy, Drama","While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films.",Woody Allen,"Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault",7.3
48,Inferno,https://www.imdb.com/title/tt0080923/,1980,106,Horror,An American college student in Rome and his sister in New York investigate a series of killings in both locations where their resident addresses are the domain of two covens of witches.,Dario Argento,"Leigh McCloskey, Irene Miracle, Eleonora Giorgi, Daria Nicolodi",6.6
49,The Stunt Man,https://www.imdb.com/title/tt0081568/,1980,131,"Action, Comedy, Drama","A fugitive stumbles on a movie set just when they need a new stunt man, takes the job as a way to hide out and falls for the leading lady.",Richard Rush,"Peter O'Toole, Steve Railsback, Barbara Hershey, Allen Garfield",7
50,Terror Train,https://www.imdb.com/title/tt0081617/,1980,97,"Horror, Mystery, Thriller","Three years after a prank went terribly awry, the six college students responsible are targeted by a masked killer at a New Year's Eve party aboard a moving train.",Roger Spottiswoode,"Ben Johnson, Jamie Lee Curtis, Hart Bochner, David Copperfield",5.9
51,Mangiati Vivi!,https://www.imdb.com/title/tt0081112/,1980,92,"Adventure, Horror",A young woman teams up with a mercenary to find her missing sister in the jungles of New Guinea where they find that a deranged leader of a religious cult has located his commune in an area inhabited by cannibals.,Umberto Lenzi,"Robert Kerman, Janet Agren, Ivan Rassimov, Mel Ferrer",5.2
52,Foxes,https://www.imdb.com/title/tt0080756/,1980,106,Drama,"A group of four teenage girls come of age in the asphalt desert of Los Angeles' San Fernando Valley arranged with a blazing soundtrack and endless drinking, drugs and sex.",Adrian Lyne,"Jodie Foster, Cherie Currie, Marilyn Kagan, Kandice Stroh",6.1
53,I Mavri Emmanouella,https://www.imdb.com/title/tt0079104/,1980,91,"Crime, Drama","A woman struggles to keep her stepdaughter from harms way after she hires an assassin to kill her husband, but the hitman turns and blackmails her for the crime.",Ilias Mylonakos,"Laura Gemser, Gabriele Tinti, Livia Russo, Haris Tryfonas",4.5
54,The Hollywood Knights,https://www.imdb.com/title/tt0080881/,1980,91,Comedy,"Led by their comedic leader, Turk, the Hollywood Knights car club raise hell throughout Beverly Hills on Halloween Night, 1965.",Floyd Mutrux,"Tony Danza, Michelle Pfeiffer, Julius Averitt, Steve Ballard",6.3
55,Alligator,https://www.imdb.com/title/tt0080354/,1980,91,"Horror, Sci-Fi, Thriller","A baby alligator is flushed down a Chicago toilet and survives by eating discarded laboratory rats injected with growth hormones. The small reptile grows gigantic, escapes the city sewers, and goes on a rampage.",Lewis Teague,"Robert Forster, Robin Riker, Michael V. Gazzo, Dean Jagger",6
56,Paura Nella Città Dei Morti Viventi,https://www.imdb.com/title/tt0081318/,1980,93,Horror,"A reporter and a psychic race to close the Gates of Hell after the suicide of a clergyman caused them to open, allowing the dead to rise from their graves.",Lucio Fulci,"Christopher George, Catriona MacColl, Carlo De Mejo, Antonella Interlenghi",6.3
57,Raise The Titanic,https://www.imdb.com/title/tt0081400/,1980,115,"Action, Drama, Thriller","They said nothing could sink her--then, that no one could reach her. But an underwater research agency, headed by Admiral James Sandecker, is assigned the job of finding the doomed ship in her North Atlantic grave.",Jerry Jameson,"Jason Robards, Richard Jordan, David Selby, Anne Archer",5
58,Forbidden Zone,https://www.imdb.com/title/tt0080752/,1980,74,"Comedy, Fantasy, Musical",The bizarre and musical tale of a girl who travels to another dimension through the gateway found in her family's basement.,Richard Elfman,"Gene Cunningham, Marie-Pascale Elfman, Virginia Rose, Phil Gordon",6.7
59,Bad Timing,https://www.imdb.com/title/tt0080408/,1980,123,"Drama, Mystery, Thriller","A psychiatrist, living in Vienna, enters a torrid relationship with a married woman. When she ends up in the hospital from an overdose, an inspector becomes set on discovering the demise of their affair.",Nicolas Roeg,"Art Garfunkel, Theresa Russell, Harvey Keitel, Denholm Elliott",7
60,Motel Hell,https://www.imdb.com/title/tt0081184/,1980,101,"Comedy, Horror, Thriller","A seemingly friendly farmer and his sister kidnap unsuspecting travelers and bury them alive, using them to create the ""special meat"" they are famous for.",Kevin Connor,"Rory Calhoun, Paul Linke, Nancy Parsons, Nina Axelrod",6
61,The Mirror Crack'D,https://www.imdb.com/title/tt0081163/,1980,105,"Crime, Mystery, Thriller",Miss Jane Marple comes to solve the mystery when a local woman is poisoned and a visiting movie star seems to have been the intended victim.,Guy Hamilton,"Angela Lansbury, Tony Curtis, Rock Hudson, Geraldine Chaplin",6.2
62,The Big Red One,https://www.imdb.com/title/tt0080437/,1980,113,"Drama, War",A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.,Samuel Fuller,"Lee Marvin, Mark Hamill, Robert Carradine, Bobby Di Cicco",7.1
63,Lion Of The Desert,https://www.imdb.com/title/tt0081059/,1980,173,"Biography, Drama, History","In 1929, Italian Fascist dictator Benito Mussolini appoints General Rodolfo Graziani as colonial governor to Italian Libya with orders to stamp-out all resistance from Libyan nationalists led by rebel guerrilla leader Omar Mukhtar.",Moustapha Akkad,"Anthony Quinn, Oliver Reed, Rod Steiger, Irene Papas",8.4
64,The Long Riders,https://www.imdb.com/title/tt0081071/,1980,100,"Biography, Crime, Western","The origins, exploits and the ultimate fate of the Jesse James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",Walter Hill,"David Carradine, Stacy Keach, Dennis Quaid, Keith Carradine",7
65,The Hunter,https://www.imdb.com/title/tt0080907/,1980,97,"Action, Biography, Comedy","Bounty hunter Ralph ""Papa"" Thorson is receiving death threats from a criminal he helped put away. This while his girlfriend is about to give birth, an event he isn't looking forward to.",Buzz Kulik,"Steve McQueen, Eli Wallach, Kathryn Harrold, LeVar Burton",6.3
66,Midnight Madness,https://www.imdb.com/title/tt0081159/,1980,112,Comedy,Leon picks college students to participate in his all night scavenger hunt. Five teams receive clues to solve leading them to the next clue site hidden in the city.,"Michael Nankin, David Wechter","David Naughton, Debra Clinger, Joel Kenney, David Damas",6.4
67,Atlantic City,https://www.imdb.com/title/tt0080388/,1980,104,"Crime, Drama, Romance","In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.",Louis Malle,"Burt Lancaster, Susan Sarandon, Kate Reid, Michel Piccoli",7.3
68,The Jazz Singer,https://www.imdb.com/title/tt0080948/,1980,115,"Drama, Music, Romance",The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of being a popular singer.,"Richard Fleischer, Sidney J. Furie","Laurence Olivier, Neil Diamond, Lucie Arnaz, Catlin Adams",5.9
69,Gloria,https://www.imdb.com/title/tt0080798/,1980,123,"Crime, Drama, Thriller","When a young boy's family is killed by the mob, their tough neighbor Gloria becomes his reluctant guardian. In possession of a book that the gangsters want, the pair go on the run in New York.",John Cassavetes,"Gena Rowlands, Buck Henry, Julie Carmen, Tony Knesich",7.2
70,Fade To Black,https://www.imdb.com/title/tt0080711/,1980,102,"Comedy, Crime, Horror","A shy, lonely film buff embarks on a killing spree against those who browbeat and betray him, all the while stalking his idol, a Marilyn Monroe lookalike.",Vernon Zimmerman,"Dennis Christopher, Tim Thomerson, Gwynne Gilford, Norman Burton",6
71,The Watcher In The Woods,https://www.imdb.com/title/tt0081738/,1980,84,"Family, Horror, Mystery","When a family moves to a country home, the young girls experience strange happenings that have a link to an occult event years past.","John Hough, Vincent McEveety","Bette Davis, Lynn-Holly Johnson, Kyle Richards, Carroll Baker",6.3
72,Smokey And The Bandit II,https://www.imdb.com/title/tt0081529/,1980,101,"Action, Adventure, Comedy","The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",Hal Needham,"Burt Reynolds, Jackie Gleason, Jerry Reed, Dom DeLuise",5.3
73,'Breaker' Morant,https://www.imdb.com/title/tt0080310/,1980,107,"Drama, History, War",Three Australian lieutenants are court martialed for executing prisoners as a way of deflecting attention from war crimes committed by their superior officers.,Bruce Beresford,"Edward Woodward, Jack Thompson, John Waters, Bryan Brown",7.8
74,Galaxina,https://www.imdb.com/title/tt0080771/,1980,95,"Comedy, Sci-Fi","The crew of the police cruiser Infinity is finally heading home after a long stay in deep space. Just when they think they are about to get some much needed rest and relaxation, the crew is.",William Sachs,"Stephen Macht, Avery Schreiber, J.D. Hinton, Dorothy Stratten",3.7
75,The Exterminator,https://www.imdb.com/title/tt0080707/,1980,104,"Action, Crime, Drama","A man's best friend is killed on the streets of New York City. The man (Robert Ginty) then transforms into a violent killer, turning New York City into a great war zone, and Christopher George is the only one to stop him.",James Glickenhaus,"Robert Ginty, Samantha Eggar, Christopher George, Steve James",5.7
76,Antropophagus,https://www.imdb.com/title/tt0082479/,1980,92,Horror,A group of friends and a hitchhiker become stranded on a tourist island where they are stalked by a disfigured cannibalistic killer who is prowling the island after killing its residents.,Joe D'Amato,"Tisa Farrow, Saverio Vallone, Serena Grandi, Margaret Mazzantini",5.4
77,Shogun Assassin,https://www.imdb.com/title/tt0081506/,1980,85,"Action, Adventure","When the wife of the Shogun's Decapitator is murdered and he is ordered to commit suicide by the paranoid Shogun, he and his four-year-old son escape and become assassins for hire, embarking on a journey of blood and violent death.","Robert Houston, Kenji Misumi","Tomisaburô Wakayama, Kayo Matsuo, Minoru Ôki, Shôgen Nitta",7.4
78,Hangar 18,https://www.imdb.com/title/tt0080836/,1980,97,Sci-Fi,"After a UFO crashes in Arizona, due to a space collision with a NASA satellite launch, the U.S. government tries to cover-up the incident for political reasons.",James L. Conway,"Darren McGavin, Robert Vaughn, Gary Collins, James Hampton",5.4
79,Mother'S Day,https://www.imdb.com/title/tt0081186/,1980,91,"Comedy, Horror, Thriller",Two brothers kidnap and brutalize three women for the pleasure of their demented mother.,Charles Kaufman,"Tiana Pierce, Nancy Hendrickson, Deborah Luce, Frederick Coffin",5.4
80,Seems Like Old Times,https://www.imdb.com/title/tt0081480/,1980,102,"Comedy, Romance","Wrongfully accused of a bank robbery, a writer seeks the help of his ex-wife, who is now married to the soon-to-be Attorney General. of California.",Jay Sandrich,"Goldie Hawn, Chevy Chase, Charles Grodin, Robert Guillaume",6.7
81,Spetters,https://www.imdb.com/title/tt0081547/,1980,120,"Drama, Romance, Sport",Several Dutch teenagers realize cruel difference between dreams and reality.,Paul Verhoeven,"Hans van Tongeren, Renée Soutendijk, Toon Agterberg, Maarten Spanjer",6.6
82,Cheech And Chong'S Next Movie,https://www.imdb.com/title/tt0080520/,1980,99,"Comedy, Crime, Sci-Fi","Cheech and Chong live in a decrepit old house and drive their neighbour crazy with their loud music, weed smoking and general anarchy and slacker view on life. Then Chong meets Cheech's Texan cousin Red and things kick up a notch.",Tommy Chong,"Cheech Marin, Tommy Chong, Evelyn Guerrero, Betty Kennedy",6.1
83,He Knows You'Re Alone,https://www.imdb.com/title/tt0080850/,1980,94,"Horror, Thriller","A young bride-to-be is being stalked upon by a serial killer in Staten Island. She gets help from a former lover, but will they manage to escape?",Armand Mastroianni,"Don Scardino, Caitlin O'Heaney, Elizabeth Kemp, Tom Rolfing",5.1
84,The Dogs Of War,https://www.imdb.com/title/tt0080641/,1980,119,"Action, Adventure, Drama","Mercenary James Shannon, on a reconnaissance job to the African nation of Zangaro, is tortured and deported. He returns to lead a coup.",John Irvin,"Christopher Walken, Tom Berenger, Colin Blakely, Hugh Millais",6.4
85,Out Of The Blue,https://www.imdb.com/title/tt0081291/,1980,94,Drama,A young girl whose father is an ex-convict and whose mother is a junkie finds it difficult to conform and tries to find comfort in a quirky combination of Elvis and the punk scene.,Dennis Hopper,"Linda Manz, Dennis Hopper, Sharon Farrell, Don Gordon",7.2
86,The Island,https://www.imdb.com/title/tt0080934/,1980,109,"Action, Adventure, Drama",A journalist takes his son with him to investigate pirate activity off the coast of Florida. But he gets stranded on a mysterious island--where he might not be alone.,Michael Ritchie,"Michael Caine, David Warner, Angela Punch McGregor, Frank Middlemass",5.3
87,Death Ship,https://www.imdb.com/title/tt0080603/,1980,91,"Adventure, Horror, Mystery",A mysterious ghostly freighter rams and sinks a modern day cruise ship whose survivors climb aboard the freighter and discover that it is a World War II Nazi torture vessel.,Alvin Rakoff,"George Kennedy, Richard Crenna, Nick Mancuso, Sally Ann Howes",4.9
88,Carny,https://www.imdb.com/title/tt0080500/,1980,107,Drama,"Tired of her dull job as a waitress, Donna decides to join two carnival hustlers and see what life in their field is like.",Robert Kaylor,"Gary Busey, Jodie Foster, Robbie Robertson, Meg Foster",6.4
89,La Città Delle Donne,https://www.imdb.com/title/tt0080539/,1980,139,"Comedy, Drama, Fantasy",A businessman finds himself trapped at a hotel and threatened by women en masse.,Federico Fellini,"Marcello Mastroianni, Anna Prucnal, Bernice Stegers, Jole Silvani",7
90,Where The Buffalo Roam,https://www.imdb.com/title/tt0081748/,1980,99,"Biography, Comedy",Semi-biographical film based on the experiences of gonzo journalist Hunter S. Thompson.,Art Linson,"Peter Boyle, Bill Murray, Bruno Kirby, Rene Auberjonois",6.7
91,The Octagon,https://www.imdb.com/title/tt0081259/,1980,103,"Action, Drama, Romance",A martial artist must defeat a plan by ninjas to create a worldwide training camp for terrorists.,Eric Karson,"Chuck Norris, Karen Carlson, Lee Van Cleef, Art Hindle",5.2
92,Melvin And Howard,https://www.imdb.com/title/tt0081150/,1980,95,"Comedy, Drama","The story of hard-luck Melvin E. Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes.",Jonathan Demme,"Paul Le Mat, Jason Robards, Elizabeth Cheshire, Mary Steenburgen",6.8
93,Le Dernier Métro,https://www.imdb.com/title/tt0080610/,1980,131,"Drama, Romance, War","In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",François Truffaut,"Catherine Deneuve, Gérard Depardieu, Jean Poiret, Andréa Ferréol",7.4
94,Incubo Sulla Città Contaminata,https://www.imdb.com/title/tt0080931/,1980,92,"Horror, Sci-Fi, Thriller","An airplane exposed to radiation lands, and blood drinking zombies emerge armed with knives, guns and teeth! They go on a rampage slicing, dicing, and biting their way across the Italian countryside.",Umberto Lenzi,"Hugo Stiglitz, Laura Trotter, Maria Rosaria Omaggio, Francisco Rabal",5.7
95,The Nude Bomb,https://www.imdb.com/title/tt0081249/,1980,94,"Action, Comedy, Crime",Maxwell Smart is recalled to duty to help fight a villian who threatens to detonate a weapon that destroys clothing.,Clive Donner,"Don Adams, Andrea Howard, Sylvia Kristel, Rhonda Fleming",5.2
